Ensembl Gene ID	Ensembl Transcript ID	Gene Start (bp)	Gene End (bp)	Chromosome Name	Gene type
ENSG00000221487	ENST00000408560	99310660	99310775	7	miRNA
ENSG00000265744	ENST00000585213	233759898	233759965	1	miRNA
ENSG00000265455	ENST00000578311	121160996	121161069	12	miRNA
ENSG00000265872	ENST00000578854	137741333	137741410	9	miRNA
ENSG00000264039	ENST00000581644	135140194	135140282	5	miRNA
ENSG00000265848	ENST00000579706	137741455	137741528	9	miRNA
ENSG00000221470	ENST00000408543	80536510	80536602	6	miRNA
ENSG00000264249	ENST00000577566	170813660	170813764	5	miRNA
ENSG00000221222	ENST00000408295	87616981	87617128	1	miRNA
ENSG00000266060	ENST00000583817	137741659	137741806	9	miRNA
ENSG00000266649	ENST00000577443	69330814	69330887	2	miRNA
ENSG00000263507	ENST00000583957	137741837	137741914	9	miRNA
ENSG00000208005	ENST00000385270	133680358	133680428	X	miRNA
ENSG00000264303	ENST00000583730	171197534	171197724	5	miRNA
ENSG00000263497	ENST00000459198	143876891	143876982	1	miRNA
ENSG00000266671	ENST00000579783	171507909	171507980	5	miRNA
ENSG00000264163	ENST00000581772	137741971	137742118	9	miRNA
ENSG00000264136	ENST00000580187	137742123	137742202	9	miRNA
ENSG00000264377	ENST00000583284	234442213	234442285	1	miRNA
ENSG00000221701	ENST00000408774	10957105	10957252	17	miRNA
ENSG00000253002	ENST00000517193	11170622	11170696	17	miRNA
ENSG00000266827	ENST00000582479	137742416	137742487	9	miRNA
ENSG00000266514	ENST00000579617	137742588	137742653	9	miRNA
ENSG00000263623	ENST00000584990	11644693	11644781	17	miRNA
ENSG00000266239	ENST00000583214	33797994	33798093	1	miRNA
ENSG00000221299	ENST00000408372	134029784	134029872	X	miRNA
ENSG00000221225	ENST00000408298	33907626	33907712	1	miRNA
ENSG00000221679	ENST00000408752	20125799	20125915	12	miRNA
ENSG00000223322	ENST00000411390	148845289	148845376	6	miRNA
ENSG00000199172	ENST00000362302	95702196	95702289	12	miRNA
ENSG00000265917	ENST00000579373	95703699	95703760	12	miRNA
ENSG00000263515	ENST00000408286	105883044	105883126	X	miRNA
ENSG00000266297	ENST00000578242	11985216	11985313	17	miRNA
ENSG00000207547	ENST00000384816	99691183	99691266	7	miRNA
ENSG00000207757	ENST00000385024	99691391	99691470	7	miRNA
ENSG00000208036	ENST00000385301	99691616	99691697	7	miRNA
ENSG00000265132	ENST00000578031	70683103	70683190	5	miRNA
ENSG00000264165	ENST00000581009	30046174	30046306	HSCHR6_MHC_QBL	miRNA
ENSG00000223253	ENST00000411321	72343592	72343670	15	miRNA
ENSG00000263481	ENST00000584589	149497843	149497930	6	miRNA
ENSG00000221053	ENST00000408126	34641467	34641550	1	miRNA
ENSG00000266154	ENST00000584344	99754228	99754292	7	miRNA
ENSG00000265613	ENST00000582542	70910811	70910911	5	miRNA
ENSG00000264099	ENST00000583015	71465294	71465367	5	miRNA
ENSG00000221612	ENST00000408685	136869143	136869210	5	miRNA
ENSG00000264607	ENST00000580810	95604256	95604323	14	miRNA
ENSG00000216009	ENST00000401190	136983261	136983338	5	miRNA
ENSG00000207941	ENST00000385206	35135200	35135295	1	miRNA
ENSG00000252901	ENST00000517092	30056598	30056730	6	miRNA
ENSG00000266016	ENST00000584743	55948779	55948866	12	miRNA
ENSG00000221240	ENST00000408313	180725563	180725635	2	miRNA
ENSG00000216162	ENST00000401343	35244162	35244245	1	miRNA
ENSG00000221613	ENST00000408686	138420457	138420546	9	miRNA
ENSG00000251963	ENST00000516154	18667010	18667136	8	miRNA
ENSG00000252176	ENST00000516367	39418456	39418546	8	miRNA
ENSG00000264976	ENST00000579068	181481845	181481933	2	miRNA
ENSG00000252309	ENST00000516500	84077425	84077510	6	miRNA
ENSG00000263735	ENST00000579498	125834220	125834300	8	miRNA
ENSG00000207846	ENST00000385111	106672219	106672309	X	miRNA
ENSG00000263439	ENST00000585119	235353349	235353431	1	miRNA
ENSG00000207690	ENST00000384957	72879558	72879654	15	miRNA
ENSG00000266417	ENST00000585257	178646884	178646969	1	miRNA
ENSG00000221018	ENST00000408091	39613601	39613707	8	miRNA
ENSG00000266705	ENST00000581331	182170320	182170379	2	miRNA
ENSG00000264894	ENST00000577347	134340492	134340577	X	miRNA
ENSG00000264133	ENST00000580312	44167328	44167426	19	miRNA
ENSG00000263403	ENST00000584777	139414020	139414078	9	miRNA
ENSG00000266475	ENST00000582317	137316150	137316247	5	miRNA
ENSG00000221568	ENST00000408641	6112224	6112313	5	miRNA
ENSG00000207583	ENST00000384851	77312216	77312311	10	miRNA
ENSG00000265181	ENST00000582457	139440625	139440711	9	miRNA
ENSG00000223275	ENST00000411343	23708896	23708973	7	miRNA
ENSG00000266400	ENST00000581789	67878596	67878697	3	miRNA
ENSG00000221547	ENST00000408620	179679385	179679481	1	miRNA
ENSG00000222732	ENST00000410800	171706206	171706319	5	miRNA
ENSG00000222831	ENST00000410899	236016300	236016360	1	miRNA
ENSG00000216127	ENST00000401308	171866667	171866758	5	miRNA
ENSG00000222064	ENST00000410132	74183750	74183828	15	miRNA
ENSG00000222945	ENST00000411013	50357303	50357391	5	miRNA
ENSG00000215921	ENST00000401102	77583444	77583536	10	miRNA
ENSG00000264698	ENST00000579351	37627164	37627235	1	miRNA
ENSG00000207923	ENST00000385188	47604814	47604909	2	miRNA
ENSG00000265160	ENST00000581891	172089168	172089266	5	miRNA
ENSG00000199161	ENST00000362291	139565054	139565138	9	miRNA
ENSG00000221693	ENST00000408766	139588588	139588714	9	miRNA
ENSG00000221469	ENST00000408542	151361052	151361107	6	miRNA
ENSG00000208013	ENST00000385278	109298557	109298654	X	miRNA
ENSG00000265584	ENST00000585195	109325346	109325446	X	miRNA
ENSG00000264284	ENST00000580703	134702492	134702591	X	miRNA
ENSG00000212095	ENST00000390806	68684067	68684160	3	miRNA
ENSG00000263675	ENST00000580821	37966536	37966595	1	miRNA
ENSG00000263372	ENST00000579992	41128567	41128662	8	miRNA
ENSG00000265435	ENST00000579680	180407449	180407525	1	miRNA
ENSG00000266683	ENST00000584462	180514968	180515067	1	miRNA
ENSG00000266262	ENST00000584884	237634419	237634491	1	miRNA
ENSG00000266825	ENST00000579998	180797031	180797128	1	miRNA
ENSG00000263700	ENST00000577884	30541620	30541705	HSCHR6_MHC_QBL	miRNA
ENSG00000221232	ENST00000408305	77887009	77887069	10	miRNA
ENSG00000266361	ENST00000582750	30573516	30573592	HSCHR6_MHC_QBL	miRNA
ENSG00000266595	ENST00000577204	153177801	153177879	6	miRNA
ENSG00000264807	ENST00000577876	30605953	30606046	HSCHR6_MHC_QBL	miRNA
ENSG00000212101	ENST00000390812	153373597	153373679	6	miRNA
ENSG00000264489	ENST00000579227	91741653	91741744	5	miRNA
ENSG00000266739	ENST00000582173	144877330	144877395	1	miRNA
ENSG00000265719	ENST00000580598	121137484	121137555	10	miRNA
ENSG00000271898	ENST00000607666	19356340	19356423	3	miRNA
ENSG00000264321	ENST00000585146	153665248	153665350	6	miRNA
ENSG00000264858	ENST00000582349	153740156	153740225	6	miRNA
ENSG00000221703	ENST00000408776	7255997	7256068	11	miRNA
ENSG00000215945	ENST00000401126	21013642	21013744	8	miRNA
ENSG00000265596	ENST00000582606	38554903	38555001	1	miRNA
ENSG00000265370	ENST00000580643	121718025	121718104	10	miRNA
ENSG00000238976	ENST00000459086	24940431	24940524	7	miRNA
ENSG00000266713	ENST00000401325	21351539	21351627	8	miRNA
ENSG00000265355	ENST00000583498	69098109	69098186	3	miRNA
ENSG00000265336	ENST00000579346	30848250	30848339	HSCHR6_MHC_QBL	miRNA
ENSG00000266630	ENST00000578848	21407509	21407595	8	miRNA
ENSG00000221402	ENST00000408475	121883644	121883738	10	miRNA
ENSG00000251849	ENST00000516040	218041221	218041305	2	miRNA
ENSG00000265543	ENST00000581900	92694813	92694896	1	miRNA
ENSG00000221810	ENST00000408883	92053139	92053220	5	miRNA
ENSG00000265722	ENST00000583591	69969276	69969361	3	miRNA
ENSG00000265239	ENST00000580337	122223346	122223443	10	miRNA
ENSG00000216101	ENST00000401282	30552109	30552194	6	miRNA
ENSG00000208037	ENST00000385302	22102475	22102556	8	miRNA
ENSG00000222894	ENST00000410962	30584006	30584082	6	miRNA
ENSG00000266183	ENST00000583820	30616443	30616536	6	miRNA
ENSG00000264386	ENST00000581077	75081013	75081098	15	miRNA
ENSG00000265129	ENST00000581830	182953156	182953343	2	miRNA
ENSG00000265783	ENST00000578530	58433274	58433366	11	miRNA
ENSG00000238787	ENST00000408239	93447794	93447865	1	miRNA
ENSG00000265806	ENST00000585012	139725409	139725475	9	miRNA
ENSG00000266507	ENST00000579420	139781185	139781255	9	miRNA
ENSG00000264814	ENST00000578669	155174494	155174570	6	miRNA
ENSG00000223286	ENST00000411354	155202416	155202504	6	miRNA
ENSG00000265858	ENST00000581701	111502721	111502802	X	miRNA
ENSG00000199121	ENST00000362251	219267369	219267445	2	miRNA
ENSG00000266808	ENST00000583292	185243702	185243771	2	miRNA
ENSG00000221456	ENST00000408529	156267931	156268013	6	miRNA
ENSG00000264594	ENST00000581824	30858660	30858749	6	miRNA
ENSG00000221286	ENST00000408359	72613441	72613536	16	miRNA
ENSG00000221101	ENST00000408174	87183205	87183313	6	miRNA
ENSG00000264809	ENST00000580448	182726054	182726153	1	miRNA
ENSG00000264950	ENST00000579710	75518212	75518312	15	miRNA
ENSG00000265573	ENST00000584072	72821592	72821672	16	miRNA
ENSG00000238508	ENST00000458939	52905417	52905488	5	miRNA
ENSG00000271899	ENST00000606121	157100812	157100865	6	miRNA
ENSG00000221799	ENST00000408872	73018756	73018853	16	miRNA
ENSG00000221035	ENST00000408108	41517959	41518026	8	miRNA
ENSG00000263351	ENST00000582643	112023946	112024016	X	miRNA
ENSG00000264768	ENST00000580734	182928620	182928710	1	miRNA
ENSG00000222615	ENST00000410683	70300794	70300896	3	miRNA
ENSG00000198973	ENST00000362103	219866362	219866431	2	miRNA
ENSG00000263697	ENST00000580529	140063638	140063722	9	miRNA
ENSG00000266491	ENST00000578628	67971141	67971238	8	miRNA
ENSG00000264755	ENST00000583592	219923410	219923472	2	miRNA
ENSG00000199066	ENST00000362196	46142252	46142345	19	miRNA
ENSG00000266617	ENST00000577768	157950164	157950232	6	miRNA
ENSG00000221660	ENST00000408733	68623867	68623958	8	miRNA
ENSG00000263710	ENST00000578253	53078528	53078604	5	miRNA
ENSG00000265042	ENST00000577540	183479810	183479899	1	miRNA
ENSG00000207773	ENST00000385039	46178186	46178282	19	miRNA
ENSG00000207636	ENST00000384904	75645952	75646026	15	miRNA
ENSG00000263933	ENST00000580317	140440200	140440285	9	miRNA
ENSG00000266271	ENST00000580368	31659062	31659124	HSCHR6_MHC_QBL	miRNA
ENSG00000265294	ENST00000578513	31342095	31342180	6	miRNA
ENSG00000207627	ENST00000384895	53247334	53247429	5	miRNA
ENSG00000207693	ENST00000384960	140732871	140732968	9	miRNA
ENSG00000216191	ENST00000401372	50923310	50923400	2	miRNA
ENSG00000264258	ENST00000581145	31915008	31915109	HSCHR6_MHC_QBL	miRNA
ENSG00000215968	ENST00000401149	51026102	51026193	2	miRNA
ENSG00000265831	ENST00000583417	241295572	241295646	1	miRNA
ENSG00000265803	ENST00000580588	158596016	158596102	6	miRNA
ENSG00000223101	ENST00000411169	90057944	90058052	11	miRNA
ENSG00000266703	ENST00000582647	90288942	90289025	11	miRNA
ENSG00000266272	ENST00000580943	135569451	135569551	X	miRNA
ENSG00000221586	ENST00000408659	90602289	90602370	11	miRNA
ENSG00000211580	ENST00000390225	46522190	46522307	19	miRNA
ENSG00000265421	ENST00000581837	53371348	53371413	5	miRNA
ENSG00000216060	ENST00000401241	135633037	135633119	X	miRNA
ENSG00000252004	ENST00000516195	188607314	188607401	2	miRNA
ENSG00000216011	ENST00000401192	51170430	51170524	2	miRNA
ENSG00000272385	ENST00000606281	51188383	51188471	2	miRNA
ENSG00000265558	ENST00000581555	159185693	159185785	6	miRNA
ENSG00000265418	ENST00000580325	10332740	10332797	2	miRNA
ENSG00000222482	ENST00000410550	99817650	99817743	7	miRNA
ENSG00000263593	ENST00000581683	72174418	72174490	5	miRNA
ENSG00000211983	ENST00000390694	88557263	88557350	6	miRNA
ENSG00000264934	ENST00000582152	109757946	109758044	2	miRNA
ENSG00000264399	ENST00000581591	56413337	56413383	17	miRNA
ENSG00000266051	ENST00000581197	56533485	56533575	17	miRNA
ENSG00000198974	ENST00000362104	41220027	41220118	1	miRNA
ENSG00000207962	ENST00000385227	41222956	41223044	1	miRNA
ENSG00000221382	ENST00000408455	70927811	70927943	3	miRNA
ENSG00000265965	ENST00000583300	109930027	109930081	2	miRNA
ENSG00000222692	ENST00000410760	51662260	51662356	2	miRNA
ENSG00000238738	ENST00000459031	72449938	72450011	5	miRNA
ENSG00000211575	ENST00000390220	94312388	94312467	1	miRNA
ENSG00000221073	ENST00000408146	54148674	54148776	5	miRNA
ENSG00000207951	ENST00000385216	189162219	189162315	2	miRNA
ENSG00000265377	ENST00000582908	32646402	32646469	HSCHR6_MHC_QBL	miRNA
ENSG00000266776	ENST00000580775	31668806	31668868	6	miRNA
ENSG00000221502	ENST00000408575	189842818	189842887	2	miRNA
ENSG00000264725	ENST00000581095	189997762	189997837	2	miRNA
ENSG00000266817	ENST00000579501	190176397	190176487	2	miRNA
ENSG00000221267	ENST00000408340	31924616	31924717	6	miRNA
ENSG00000264972	ENST00000410702	243061172	243061255	1	miRNA
ENSG00000265442	ENST00000582572	124176481	124176583	10	miRNA
ENSG00000266044	ENST00000583919	42751340	42751418	8	miRNA
ENSG00000264896	ENST00000390764	42224812	42224898	1	miRNA
ENSG00000264401	ENST00000582387	32833423	32833517	HSCHR6_MHC_QBL	miRNA
ENSG00000264559	ENST00000581818	59362550	59362631	11	miRNA
ENSG00000222101	ENST00000410169	25610288	25610378	7	miRNA
ENSG00000265503	ENST00000580405	12820585	12820659	17	miRNA
ENSG00000264984	ENST00000579525	9111859	9111926	11	miRNA
ENSG00000221264	ENST00000408337	71591121	71591240	3	miRNA
ENSG00000266449	ENST00000581359	76878988	76879032	15	miRNA
ENSG00000266800	ENST00000583461	38120817	38120899	10	miRNA
ENSG00000265201	ENST00000584153	243509478	243509557	1	miRNA
ENSG00000263552	ENST00000580386	33104442	33104551	HSCHR6_MHC_QBL	miRNA
ENSG00000221446	ENST00000408519	72361930	72362043	8	miRNA
ENSG00000265463	ENST00000584134	124975618	124975704	10	miRNA
ENSG00000263526	ENST00000579876	95211416	95211456	1	miRNA
ENSG00000264576	ENST00000390739	72744839	72744923	8	miRNA
ENSG00000266684	ENST00000582458	38243850	38243919	10	miRNA
ENSG00000221686	ENST00000408759	89066835	89066930	2	miRNA
ENSG00000263653	ENST00000583829	113870731	113870837	X	miRNA
ENSG00000212100	ENST00000390811	113873918	113874002	X	miRNA
ENSG00000221565	ENST00000408638	93140991	93141079	11	miRNA
ENSG00000222321	ENST00000410389	113886019	113886098	X	miRNA
ENSG00000221710	ENST00000408783	113949650	113949761	X	miRNA
ENSG00000265510	ENST00000585278	89111884	89111968	2	miRNA
ENSG00000222715	ENST00000410783	113997744	113997823	X	miRNA
ENSG00000238952	ENST00000458882	244752848	244752946	1	miRNA
ENSG00000216168	ENST00000401349	57066229	57066315	17	miRNA
ENSG00000221344	ENST00000408417	220088745	220088827	2	miRNA
ENSG00000211514	ENST00000390180	57215119	57215233	17	miRNA
ENSG00000221637	ENST00000408710	134482011	134482089	4	miRNA
ENSG00000263649	ENST00000581098	32717689	32717756	6	miRNA
ENSG00000266277	ENST00000582089	134964622	134964708	4	miRNA
ENSG00000216037	ENST00000401218	95970532	95970619	1	miRNA
ENSG00000207647	ENST00000384914	220158833	220158922	2	miRNA
ENSG00000222805	ENST00000410873	17568066	17568166	19	miRNA
ENSG00000264696	ENST00000583573	70345049	70345152	4	miRNA
ENSG00000266760	ENST00000580818	91022461	91022552	6	miRNA
ENSG00000252676	ENST00000516867	91156491	91156565	6	miRNA
ENSG00000265252	ENST00000581997	220413795	220413869	2	miRNA
ENSG00000221798	ENST00000408871	96352096	96352182	1	miRNA
ENSG00000221706	ENST00000408779	127153920	127154003	8	miRNA
ENSG00000263734	ENST00000577473	92231378	92231455	6	miRNA
ENSG00000212066	ENST00000390777	32904693	32904787	6	miRNA
ENSG00000266700	ENST00000578198	53172216	53172299	X	miRNA
ENSG00000264890	ENST00000583981	139575287	139575376	5	miRNA
ENSG00000221165	ENST00000408238	245533636	245533721	1	miRNA
ENSG00000265978	ENST00000581611	25928687	25928776	22	miRNA
ENSG00000207849	ENST00000385114	136292745	136292836	4	miRNA
ENSG00000207996	ENST00000385261	57228497	57228582	17	miRNA
ENSG00000212039	ENST00000390750	97368255	97368348	1	miRNA
ENSG00000265771	ENST00000577912	97401101	97401219	1	miRNA
ENSG00000267959	ENST00000583494	18392887	18392971	19	miRNA
ENSG00000266518	ENST00000581624	220771223	220771286	2	miRNA
ENSG00000263857	ENST00000584140	57443444	57443515	17	miRNA
ENSG00000264175	ENST00000578735	18497372	18497444	19	miRNA
ENSG00000221167	ENST00000408240	18520504	18520592	19	miRNA
ENSG00000221145	ENST00000408218	192460258	192460350	1	miRNA
ENSG00000199004	ENST00000362134	57918627	57918698	17	miRNA
ENSG00000221254	ENST00000408327	56542198	56542284	14	miRNA
ENSG00000199036	ENST00000362166	33175612	33175721	6	miRNA
ENSG00000263522	ENST00000578369	53513659	53513758	X	miRNA
ENSG00000221199	ENST00000408272	221056599	221056677	2	miRNA
ENSG00000271886	ENST00000606724	53583184	53583302	X	miRNA
ENSG00000208012	ENST00000385277	53584153	53584235	X	miRNA
ENSG00000216192	ENST00000401373	24365355	24365429	12	miRNA
ENSG00000222096	ENST00000410164	221341704	221341813	2	miRNA
ENSG00000264362	ENST00000584609	137628333	137628416	4	miRNA
ENSG00000264925	ENST00000582362	26279041	26279128	22	miRNA
ENSG00000222526	ENST00000410594	138149282	138149385	4	miRNA
ENSG00000221432	ENST00000408505	222384284	222384377	2	miRNA
ENSG00000221680	ENST00000408753	193105633	193105713	1	miRNA
ENSG00000221809	ENST00000408882	5313224	5313372	16	miRNA
ENSG00000221293	ENST00000408366	125494301	125494372	10	miRNA
ENSG00000207821	ENST00000385086	19545872	19545967	19	miRNA
ENSG00000221777	ENST00000408850	98838941	98839055	1	miRNA
ENSG00000265419	ENST00000583000	93354459	93354526	6	miRNA
ENSG00000238412	ENST00000459381	93521759	93521852	6	miRNA
ENSG00000252146	ENST00000516337	44798777	44798850	1	miRNA
ENSG00000263381	ENST00000581357	45011165	45011224	1	miRNA
ENSG00000221170	ENST00000408243	93466840	93466930	11	miRNA
ENSG00000264085	ENST00000579078	33406108	33406214	6	miRNA
ENSG00000252226	ENST00000516417	100295021	100295093	1	miRNA
ENSG00000266509	ENST00000579806	33665905	33666011	6	miRNA
ENSG00000265108	ENST00000581340	195095811	195095906	1	miRNA
ENSG00000265986	ENST00000580028	196551543	196551611	1	miRNA
ENSG00000221771	ENST00000408844	128972879	128972941	8	miRNA
ENSG00000199085	ENST00000362215	25989539	25989606	7	miRNA
ENSG00000263966	ENST00000582258	94149876	94149927	11	miRNA
ENSG00000263845	ENST00000584720	136071175	136071263	X	miRNA
ENSG00000221230	ENST00000408303	94199661	94199746	11	miRNA
ENSG00000266430	ENST00000577937	26099959	26100058	7	miRNA
ENSG00000221176	ENST00000408249	129061398	129061484	8	miRNA
ENSG00000266294	ENST00000579017	45378740	45378844	1	miRNA
ENSG00000221261	ENST00000408334	129162362	129162434	8	miRNA
ENSG00000216123	ENST00000401304	23626069	23626158	8	miRNA
ENSG00000199001	ENST00000362131	114058017	114058127	X	miRNA
ENSG00000264650	ENST00000583502	45499641	45499692	1	miRNA
ENSG00000266415	ENST00000582271	9053928	9054007	5	miRNA
ENSG00000221697	ENST00000408770	33967749	33967828	6	miRNA
ENSG00000207750	ENST00000385017	100746797	100746864	1	miRNA
ENSG00000221707	ENST00000408780	45697890	45697979	1	miRNA
ENSG00000221779	ENST00000408852	34036934	34036995	6	miRNA
ENSG00000265339	ENST00000578823	20001968	20002050	19	miRNA
ENSG00000221351	ENST00000408424	129832040	129832124	8	miRNA
ENSG00000216067	ENST00000401248	100844238	100844331	1	miRNA
ENSG00000263568	ENST00000583893	247365269	247365362	1	miRNA
ENSG00000266115	ENST00000578401	13403571	13403645	17	miRNA
ENSG00000221698	ENST00000408771	13446846	13446963	17	miRNA
ENSG00000265720	ENST00000583318	75192603	75192680	4	miRNA
ENSG00000221635	ENST00000408708	34438567	34438706	6	miRNA
ENSG00000272640	ENST00000580614	54530502	54530601	HSCHR19LRC_LRC_J_CTG1	miRNA
ENSG00000238641	ENST00000458791	190749490	190749579	2	miRNA
ENSG00000263763	ENST00000577904	130496303	130496388	8	miRNA
ENSG00000265513	ENST00000579056	130508088	130508189	8	miRNA
ENSG00000266096	ENST00000577793	130508468	130508569	8	miRNA
ENSG00000265219	ENST00000584102	130508758	130508857	8	miRNA
ENSG00000264052	ENST00000581765	140027429	140027511	5	miRNA
ENSG00000265687	ENST00000580804	130509216	130509296	8	miRNA
